recipe_id,isValid
38107828,true
24317605,true
24334809,true
14555951,false
45549153,false
12076134,true
47555718,false
19721760,false
34669141,false
23522745,true
15324109,false
26324915,false
34834179,false
39132045,false
38864719,false
62974164,true
93785051,true
43886840,false
89419020,false
96341914,true
44027385,true
85200026,true
39542093,true
59017754,true
26798126,false
37985856,false
52302335,false
13140166,true
59123756,true
34594783,false
11510962,false
12117080,false
58554588,false
44489482,false
66463577,false
44201429,false
21516910,false
21298852,false
42488640,false
49480806,true
19734623,true
13091280,true
44492995,true
97605602,true
76574028,true
49398813,true
32148620,true
57821096,false
49600962,true
47736084,false
84750206,false
46721976,false
56206244,false
52599660,true
43736022,true
47760577,true
47291509,true
36761718,true
93405853,false
35112481,true
39098563,true
42127503,false
46238013,false
33685463,false
22330476,true
87741772,true
24893285,true
16339173,true
29852847,false
15637751,false
31145638,false
28453245,true
21938528,true
41630656,true
96888005,false
31990953,false
64478994,false
57670297,true
54502657,true
25482897,true
21530255,false
11646701,true
46336144,true
14056259,true
42330216,false
38129254,false
49546069,false
11388153,false
57174476,true
33769574,false
34998522,false
41693967,true
42823187,true
85127311,true
22083598,false
19973572,true
96383132,false
84877028,false
19143696,false
51813105,false
34895257,false
11753122,false
25471960,false
27785575,false
93307970,false
52811041,true
78894402,false
88933889,false
59376741,false
75302669,false
33164732,true
21483344,false
19266820,true
22810682,true
25253781,true
36173761,true
15449849,false
85930983,false
69450540,false
31841583,false
96567778,false
15786967,true
26775555,true
52494029,true
11535958,true
56592270,false
52018296,false
21488453,true
43301866,true
43709825,true
13037866,false
54359769,true
12333259,true
31797628,false
47753358,true
52361918,true
78362403,true
21584063,false
97930055,false
31768524,true
26926253,true
39488486,true
51258564,true
56526648,true
36198602,true
28514155,true
52100576,true
18284124,true
21492247,true
22761951,true
98035945,true
47127362,true
41545820,true
36331436,true
54414942,true
52138502,false
47499326,false
28663131,false
26211842,false
36606683,false
35050191,false
41151514,true
47954529,true
46968040,true
16130204,true
41110534,true
51869530,true
51522812,true
41063630,true
23006890,false
46653673,true
33827366,false
76791488,true
17615566,true
77657723,true
11560058,true
33409691,false
79162828,false
15910145,false
64527031,false
15774000,true
41519821,true
21902229,false
21282453,true
54662790,true
21103631,true
11718264,true
46844718,true
14862364,true
26154210,true
24948443,false
49474044,false
11015455,false
27147552,false
84439274,false
52128053,false
21386008,true
13094697,false
46183662,false
29104179,false
53583595,false
29880064,true
21113949,true
23513946,false
37248764,false
89809124,true
83935199,true
24120781,true
43584013,false
56754755,false
84888658,true
28389231,true
21056484,true
54643243,true
38997066,true
13441209,true
44210592,false
29787783,false
54757858,false
52834040,false
11555842,true
88496325,true
36297237,true
31547108,false
28432603,false
12086843,true
56942656,true
29427396,true
14410630,false
46966404,true
21219619,false
46288314,false
88098199,true
69460289,true
26777607,true
55642337,true
33378845,false
62545708,false
41293874,false
21779456,false
21910136,true
31884258,false
27532123,true
26683568,true
23610433,false
22386280,false
38813903,false
39652795,false
23474510,true
13688542,true
47089512,true
43043165,false
76385578,false
47977338,true
75682859,true
57969034,true
18166375,false
23603465,true
39554674,false
39664757,false
52042479,false
45228872,true
77622087,true
22221331,true
32260820,false
41887864,true
31719919,true
35474769,true
29120906,false
89437594,true
33188606,true
19834511,true
22016717,true
59937359,true
59302594,false
52656993,false
55509418,false
55556620,false
66329763,true
85296288,false
16903691,false
33049021,false
24750349,true
41855986,true
72412673,true
63255716,true
13839824,false
28763705,true
38143661,true
84497668,true
15141701,true
77210389,false
26512943,false
22861668,true
32269704,false
52662342,false
83346800,true
41759186,true
55183352,false
21705247,false
47375325,true
51333820,true
41547868,true
87438739,true
56799952,true
27012164,false
78581494,true
12071124,false
18672989,false
51496281,false
43689095,false
69128027,true
27293520,true
52898126,false
58826889,true
92886363,false
99555748,false
52475301,false
74149245,false
51368616,true
63035096,true
17577021,true
18969636,false
59254401,false
47433584,false
13294890,false
12280567,false
29174859,false
27574897,false
26199913,true
25556189,true
43393418,true
33672024,true
84198070,false
32938705,true
25593142,false
51952937,true
24928592,false
46548343,true
21007482,false
34959913,false
34837844,false
56396338,true
29443657,true
59969713,false
82977936,true
31226596,true
39127981,true
73704092,true
25376056,true
23129901,true
31842822,true
89963435,true
44135456,true
94043351,false
72833836,false
46138509,false
51649420,true
29589517,true
29552200,false
44890446,true
11651531,false
89336711,false
56379761,false
21179296,false
32998434,false
55911391,false
54199252,false
67132418,true
55007509,true
35803891,false
21640743,true
31393825,false
22288313,false
53930433,true
98052132,false
18039332,true
18895389,false
46901724,false
39020568,true
36260667,true
21006388,true
55134950,true
36891996,true
14328236,true
11177608,true
22905900,true
25471370,true
21451347,true
13093565,true
18775491,true
82573889,true
11673473,false
29767643,true
38422286,true
47450245,true
36638184,true
21384811,false
78716219,false
27995110,false
74012413,false
57442770,false
41932138,false
25399952,true
55865012,true
51914003,false
21722747,false
18885400,false
21227083,false
32032091,true
16323123,true
16653754,true
14093795,true
78195283,true
41829520,false
77586859,false
21984478,false
87605943,true
32859950,false
17689948,false
56109290,false
53150866,false
32848184,false
38935931,true
45015481,true
41685359,true
38493414,true
11746349,true
27207378,true
32808404,true
52410064,true
64512154,true
46429734,true
84524333,true
36356573,true
42617015,false
46304284,true
11481133,false
32356285,true
35695589,false
11562865,false
34493315,true
22718180,true
31760627,false
32112310,true
32607237,false
35121264,true
23387026,true
34126434,false
15436509,false
31028923,false
28537964,false
13164770,true
66001998,false
58277935,true
18265933,true
55899793,true
79066936,true
41157622,false
29492565,true
52847084,true
11129274,true
47794936,false
23979988,true
54353764,true
23830821,false
13279646,true
68305974,true
25047677,true
16445873,true
43013614,true
44766251,true
23775273,true
41509219,false
24646587,true
45066826,true
38441891,false
69022121,false
26935457,false
39608603,false
32805101,true
39569018,false
11292114,false
63554110,false
47794953,false
51069050,false
16510643,false
54060981,true
34459545,true
11736723,true
37229871,true
31814898,false
54572330,false
55145503,false
93741745,false
57219705,true
33148716,false
31910010,false
78280541,true
16328962,true
73311456,true
58532515,true
32747436,true
42581255,true
89056280,true
68886411,true
28443228,true
11369133,true
27077995,true
45546139,false
27584727,false
21370159,false
24140619,false
28306133,false
95138094,false
57699179,false
27735030,true
47828013,true
68912699,true
37408544,true
52109552,false
16826292,false
36623021,false
12219714,false
11924007,false
25077240,false
58628041,true
51146430,true
83814206,true
72893220,false
19804401,true
47809869,false
41200428,true
14450731,true
46604330,false
59053023,false
51708664,true
99353518,false
24318207,false
37182125,false
39856364,true
56025823,true
38941229,true
39091079,true
21121778,true
42911335,true
55324013,false
85860171,true
15944281,true
43494776,false
43689622,true
11647103,true
63568247,true
51666890,true
29011278,true
55044484,true
41206341,true
22526103,true
54272261,true
89158296,true
37709770,true
66834557,true
38089097,true
45926874,true
34807306,true
24792658,true
58508867,true
99746991,false
57877175,true
24588634,false
31348568,true
46239211,true
78674341,true
28915232,false
36960997,false
87038391,true
11473255,false
89552701,false
25598514,true
23266990,false
39958345,false
41737293,false
29300943,false
22929220,true
53730088,true
68165090,true
55562388,true
43949804,false
15472008,false
53010945,true
11528612,false
78505629,false
47311317,false
56148039,false
16357009,false
83873376,true
16035769,true
41114124,true
79968531,true
34491005,true
82147238,true
47650366,false
72480260,false
92580510,false
28647622,false
55873342,false
38277655,true
19812255,false
58262467,false
21820019,true
81697269,true
37244780,true
56187536,true
25957488,false
79357505,false
61813132,true
54289876,false
96828761,false
19983968,false
56852048,false
77309470,true
47209324,true
42827949,false
96866293,false
21207699,false
33752633,false
19852592,false
65342485,false
71258581,true
35328655,false
56713656,false
37095290,true
23418300,false
99026683,false
51996174,true
61569338,true
81316043,true
65108404,true
42089893,false
77366452,true
82141396,true
71491149,false
78380489,false
53314306,false
12954546,false
38998167,false
53749602,true
54604534,false
31917389,false
61787780,true
61864823,false
61506966,false
53229670,false
46144345,false
39409327,true
91021330,true
81044841,true
25480647,true
31938653,true
21175053,true
29217310,true
42670108,true
71048967,true
22412008,true
91637968,false
16049834,false
38381744,false
71349893,false
16681898,true
94063277,false
71738258,true
57391469,true
57428920,true
81192416,true
79060289,false
19543315,true
51299272,false
57434868,false
41883570,false
71139317,false
78043350,false
34000797,true
45943120,false
91198583,false
88378823,false
61141598,true
49807244,false
42811040,false
29279365,true
57214425,true
51309042,false
57519524,false
81377934,false
61870696,false
87115413,false
59013900,false
81683381,false
26330707,true
81095891,true
64465392,true
28649257,false
24047858,false
58867538,false
52473869,false
61879983,true
61777357,true
37859999,true
67607531,true
88102554,true
55749732,false
31205661,true
48954578,false
27974233,false
91022254,false
11740645,true
51219043,false
37326428,false
26644411,false
71765289,true
85371049,true
42407165,true
98707799,true
94068129,true
39561393,true
52149069,true
11148734,true
61423775,true
12883067,true
49742679,true
75980666,true
16793769,true
51473134,true
23342366,false
49942969,true
14164700,false
13655731,true
41749816,false
41659329,false
16274270,true
41969007,true
41033042,true
54507941,false
71579844,true
51890836,true
38516888,true
39369916,true
91084601,true
81067661,true
41863735,true
61133237,false
61482355,false
36971610,true
31155280,false
89151411,false
92085378,false
97304640,false
97294279,false
28702326,true
91415356,true
24049805,true
91366180,false
34708287,false
58640982,true
91258457,true
51066086,true
33898211,true
65433000,true
54059791,true
32142917,true
17620069,true
17260257,true
67713420,true
49444996,true
91687713,true
98511849,true
56761241,true
21126167,true
41807265,true
47700280,true
38312219,true
71617519,true
55797748,true
49844007,true
72071125,true
21649533,true
26010669,true
82288547,true
72616983,true
61965111,true
83928165,true
31279871,true
21547638,true
81438214,true
43293388,true
11584846,true
29050478,true
41911583,true
69510275,true
61673315,true
83162955,true
37807179,true
41687273,true
81097927,true
72152729,true
41381006,true
59785339,true
45812011,true
72478745,true
12296059,true
81518581,true
79518305,true
41870849,true
81897126,true
61553331,true
39039580,true
54583618,true
43466632,true
93388069,true
85347179,true
49503013,true
54873493,true
37303427,true
34754985,true
41897782,true
81859511,true
35173917,true
54217868,true
91223697,true
24719988,true
57704533,true
47802894,true
87244526,true
78064182,true
24167964,true
53785623,true
34773160,true
51147195,true
13302693,true
47581961,true
96852764,true
91547618,true
95333633,true
81774220,true
58400534,true
57402991,true
27001419,true
91121146,true
71192270,true
39150141,true
81782099,true
15157836,true
82090910,true
27890623,true
34644961,true
47694747,true
17023783,true
16593777,true
41349709,true
27597815,true
37223428,true
77153981,true
32545961,true
11263081,true
59732812,true
81694921,true
37717736,true
56221243,true
26560147,true
11086838,true
97993289,true
19888821,true
52535775,true
91123235,true
61928970,true
44805171,true
91728899,true
81292571,true
11945113,true
21916303,true
59909886,true
43868436,true
81285120,true
47603758,true
54620977,true
32446816,true
91696433,true
24639787,true
92543648,true
21928488,true
31106797,true
47076906,true
54879626,true
26170443,true
59199625,true
91617691,true
21618121,true
16455062,true
61193686,true
42486639,true
74927916,true
35268773,true
38944018,true
59142251,true
14876954,true
59329229,true
22527748,true
92183743,true
11646517,true
21719567,true
55309188,true
84002947,true
25055674,true
14066111,true
39395789,true
22488369,true
99098873,true
71412643,true
89369168,true
91344875,true
37306446,true
78437690,true
16934385,true
82209469,true
29614609,true
21778685,true
42504084,true
26530936,true
37652626,true
18734208,true
53534754,true
88957855,true
41877531,true
79573783,true
32454551,true
91471713,true
14666252,true
43979266,true
81329235,true
91131242,true
81551564,true
25822088,true
21068006,true
31174027,true
28291298,true
36136100,true
86309840,true
23377260,true
12255251,true
19191178,true
55641170,true
42065885,true
38042338,true
25370484,true
89468047,true
76464054,true
38925155,true
14819874,true
71842874,true
22660825,true
44999731,true
72968767,true
47355938,true
52066388,true
71953878,true
61157172,true
16834845,true
16800555,true
46108962,true
12942898,true
12147336,true
17403298,true
81634005,true
33504767,true
44108649,true
93758060,true
11953780,true
14716275,true
19727674,true
56080247,true
38832450,true
73296420,true
28566651,true
18634825,true
32664382,true
27367683,true
37227353,true
59791878,true
29285667,true
73875266,true
17417197,true
55906057,true
12690442,true
43264408,true
49032181,true
29994062,true
43993638,true
12800457,true
28474856,true
27628059,true
14432047,true
52648006,true
56777353,true
23939027,true
41433247,true
53633136,true
17402625,true
44740115,true
34229802,true
31431775,true
17033374,true
59959573,true
12277256,true
41913944,true
47735429,true
37923126,true
12579152,true
19453432,true
18142443,true
11298331,true
11520396,true
25299020,true
54237643,true
13757846,true
89487195,true
27141992,true
49798458,true
55720775,true
23116971,true
19848689,true
82442077,true
51557858,true
31513667,true
93738889,true
27783884,true
78852447,true
29732814,true
17432133,true
89674109,true
41426402,true
55596073,true
29123931,true
54919538,true
21544017,true
28298586,true
41381531,true
92220107,true
26697721,true
12958162,true
92618387,true
17210352,true
27343388,true
17633193,true
67467945,true
42173475,true
52479260,true
21197087,true
21580009,true
18312630,true
83152223,true
33532917,true
59541778,true
18064097,true
58672909,true
77034730,true
54030019,true
36531656,true
18063177,true
79310345,true
22152984,true
54987281,true
47970260,true
53028107,true
72609192,true
58864553,true
66533301,true
17212992,true
53411894,true
15308938,true
51243775,true
34237078,true
75307378,true
38438514,true
24562785,true
53204592,true
42520793,true
52256352,true
33114798,true
43558377,true
87238277,true
39476169,true
44451671,true
27473894,true
26715857,true
27792841,true
29251469,true
73720915,true
38361109,true
12815911,true
18085712,true
31770877,true
32204436,true
23819334,true
32407790,true
21370647,true
26472085,true
19003764,true
36703268,true
58748194,true
52047831,true
96366086,true
36547848,true
33666288,true
13143014,true
46501385,true
18306540,true
35513834,true
63187828,true
32146796,true
41088465,true
18165438,true
31082024,true
86224059,true
55663537,true
41139952,true
44462383,true
25382447,true
38410732,true
31293692,true
21299019,true
27122156,true
54540978,true
62468207,true
27385625,true
55446025,true
89680167,true
28276483,true
21352781,true
52066876,true
12874140,true
68842040,true
37081734,true
25776280,false
94654760,true
87677493,true
28043738,true
54226938,true
24586521,true
11176207,true
33222447,true
24147743,true
58721399,true
59448358,true
17036403,true
64957934,true
36556579,true
97638400,true
16119414,true
38984490,true
31560448,true
44582816,true
13760132,true
11361314,true
19984057,true
21692048,true
34030458,true
24010042,true
26183417,true
72602080,true
42357501,true
45342189,true
11424092,true
15516549,true
25663707,true
36018143,true
55893810,true
34746508,true
18640529,true
41304643,true
49949171,true
11373092,true
64631924,true
57158985,true
47857545,true
15799986,false
36239298,true
32018616,true
45373002,true
58456644,true
12599236,true
59655455,false
59992720,true
59661489,true
26279624,true
21482014,true
24298675,true
25069003,true
51259247,true
92945046,true
52450686,true
43621701,true
35526153,true
41257125,true
14082931,true
29961433,true
51766105,true
22691356,true
14256464,true
44055042,true
41419480,true
96729391,true
89677958,true
42218277,true
47818775,true
46165682,true
59416400,true
59958987,true
24134770,true
15001258,true
18922741,true
47616070,true
37602817,true
21136974,true
34269713,true
43641880,true
47530673,true
98451754,true
47639614,true
55830782,true
46388246,true
44638694,true
22166931,true
27583671,true
94534821,true
74181896,true
12622764,true
14261274,true
31572755,true
32890970,true
41058940,true
22459084,true
35009063,true
82641281,true
43073103,true
72936516,true
16635174,true
46404426,true
21470872,true
32754402,true
43797638,true
39175533,true
57690495,true
34704875,true
39560489,true
77439399,true
26052173,true
85983770,true
18455892,true
33236641,true
57498366,true
52495342,true
18586269,true
87990285,true
16376890,true
55191384,true
93508704,true
97788360,true
76371463,true
33391147,true
77604807,true
57905431,true
24364376,true
44177387,true
58967558,true
86554731,true
44204604,true
65599811,true
19481927,true
52079755,true
39973003,true
19797481,true
41495231,true
96521283,true
19128987,true
96023022,true
23139310,true
46262193,true
41368538,true
83377381,true
23929385,true
54658705,true
77462002,true
88963955,true
38992778,true
19622255,true
34232179,true
43336347,true
74260935,true
74327536,true
73977415,true
49744807,true
25410105,true
89863488,true
22932641,true
21643260,true
33884510,true
22784689,true
18736550,true
24017276,true
26685111,true
25331178,true
43603743,true
32490274,true
32450506,true
53290365,true
33862994,true
11858234,true
19065668,true
45321199,true
37374578,true
47253152,true
19527010,true
68167496,true
78331075,true
33856408,true
15502269,true
57119080,true
16650491,true
21044032,true
32002822,true
15708073,true
11576895,true
16603049,true
43180634,true
35154180,true
96208167,true
55383869,true
41928615,true
41650266,true
37267010,true
58713880,true
84405827,true
12436510,true
33065588,true
32764891,true
44652285,true
44446540,true
42552702,true
42412857,true
36780345,true
53884065,true
41005059,true
39853066,true
38084016,true
12011918,true
67366837,true
57458307,true
35274092,true
21426941,true
16488471,true
69044298,true
25367931,true
54243862,true
54361236,true
79985469,true
51678152,true
26092749,true
43483269,true
54564693,true
25060319,true
22309748,true
44525476,true
42595517,true
57200149,true
26380550,true
79620664,true
46160783,true
28793468,true
25710315,true
75466540,true
54510408,true
13321667,true
51233041,true
26781537,true
25985526,true
15069204,true
82508697,true
11124652,true
44531392,true
29186972,true
36496130,true
39959324,true
69742010,true
35839100,true
72965058,true
19569684,true
12055578,true
27533445,true
51950272,true
16473306,true
12827820,true
88585174,true
98431070,true
24913425,true
21996670,true
85763125,true
53050111,true
56168579,true
32738839,true
41985002,true
21692560,true
72697639,true
99411137,true
23405984,true
21608183,true
97109484,true
34095593,true
11113985,true
64963317,true
69259089,true
56499501,true
52918003,true
42726854,true
51885412,true
37469553,true
17129348,true
49530578,true
43747373,true
84177944,true
68503570,true
43122789,true
15921899,true
11858462,true
35170032,true
55057509,true
14595079,true
11069016,true
51753892,true
12789686,true
36748831,true
47935347,true
29435317,true
57079385,true
79799905,true
26528376,true
67241300,true
39070424,true
79474314,true
56273491,true
37287982,true
41363628,true
45944299,true
53117187,true
27016768,true
97613365,true
79521972,true
33462761,true
11771875,true
47799990,true
19511502,true
45503575,true
19305351,true
28579300,true
62279289,true
75335071,true
21347839,true
37446601,true
61503436,true
27054448,true
33227887,true
61680596,true
62155616,true
22909687,true
72604417,true
49274793,true
51720182,true
61409830,true
24669575,true
91714408,true
29721198,true
49713955,true
91611168,true
21010472,true
27025207,true
46291467,false
81262685,true
42089842,true
13179634,true
37760003,true
41503981,true
33669118,true
34452047,true
47952399,true
38999418,true
23968487,true
92120092,true
27395706,true
74493337,true
72073017,true
48558993,true
91601744,true
43931542,true
79543284,true
79667176,true
55704223,true
57885658,true
31986556,true
61312753,true
95395226,true
87627258,true
41130744,true
81562340,true
61903349,true
81613901,true
71639560,true
17169277,true
94215216,true
34359603,true
24485461,true
56940415,true
56384316,true
27096552,true
51264110,true
59328383,true
19515915,true
51040603,true
94891953,true
81971316,true
12097401,true
74348240,true
82090492,true
57745964,true
65392444,true
43535134,true
41033193,true
25363012,true
41772042,true
44731097,true
31977064,true
33623468,true
61027748,true
61045211,true
36751530,true
41710572,true
53036740,true
73962151,true
38617696,true
33867173,true
51204579,true
94057574,false
22016559,true
47728309,true
31851169,true
61755443,true
81576892,true
15533848,true
25328419,true
58202712,true
11070741,true
71591621,true
24981964,true
91291106,true
51315342,true
95938376,true
31087828,true
61457909,true
91553369,true
87288764,true
61977757,true
71479837,true
74212688,true
11182750,true
17902206,true
15103321,true
15295900,true
13626625,true
18012133,true
18130351,true
12111662,true
34259192,true
26446465,true
17471102,true
77700191,true
98752729,true
71985961,true
91398733,true
44642347,true
33434177,true
41234907,true
58845278,true
22529672,true
91881683,true
18950705,true
56779890,true
44329313,true
46314745,true
42123299,true
28733676,true
29918302,true
76404648,true
81405760,true
95293376,true
18783982,true
15610492,true
47063921,true
37964612,true
14504505,true
44255712,true
36062557,true
81543749,true
38062532,true
31949993,true
81858282,true
84184170,true
47338132,true
91202268,true
85786517,true
63536379,true
27137300,true
51215763,true
21187606,true
56145602,true
67517044,true
29862078,true
65770779,true
84906398,true
57246592,true
22425506,true
11676270,true
53946657,true
91879387,true
23437644,true
62079790,true
81688411,true
41911180,true
81000902,true
41613638,true
61870270,true
72127317,true
41496127,true
86783626,true
21947327,true
71672338,true
77434714,true
98873419,true
58176566,true
71576101,true
81923372,true
67785761,true
46026440,true
61003285,true
53854851,true
38298570,true
51084435,true
52316307,true
61010358,true
38712661,true
34505481,true
58950039,true
18623097,true
32300828,true
71053933,true
76031955,true
85730933,true
49498488,true
51266328,true
21255638,true
12240259,true
16114838,true
53430282,true
57358414,true
57184615,true
99386850,false
76174212,true
71529954,true
49621162,true
16936353,true
51904876,true
11621933,true
71231609,true
36726387,true
31457377,true
46236946,true
71223569,true
98863693,true
29167120,true
62056016,true
54300946,true
91835496,true
35409855,true
11910720,true
94630315,true
78881984,true
39211326,true
24141930,true
44658855,true
16477702,true
82118102,true
61404254,true
52318340,true
11373049,true
64094084,true
82530338,true
39411722,true
59061261,true
31936893,true
11819735,true
71284628,true
48596522,true
21161470,true
51659731,true
58770874,true
51740180,true
74149220,true
47129774,true
39550492,true
31966039,true
33127844,true
22413719,true
39718722,true
31359640,true
45470790,true
33317008,true
44896541,true
71874231,true
32598701,true
53015082,true
21346860,true
47957794,true
54742073,true
88056441,true
46144037,true
53553053,true
78671517,true
82104270,true
76580670,true
72131927,true
14176845,true
11388359,true
13618091,true
72875780,true
46785574,true
41691498,true
81173135,true
81218283,true
32655185,true
72108489,true
52094524,true
97559519,true
47721575,true
51017306,true
81873406,true
55076753,true
73093933,true
96637287,true
93265249,true
32723249,true
14628900,true
34125505,true
34907646,true
14808772,true
91456168,true
63155006,true
13528048,true
58889057,true
84374238,true
56649229,true
93859683,true
51452809,true
91888872,true
47677327,true
71623078,true
49893246,true
45136830,true
97837782,true
63686570,true
42548619,true
31159160,true
95021248,true
71335831,true
47779270,true
81455843,true
55505008,true
61968624,true
21107730,true
74865602,true
17557698,true
11294292,true
21522681,true
11897456,true
22360293,true
11038154,true
51585532,true
92871024,true
28759868,true
86554923,true
35619414,true
31958506,true
15969931,true
59646087,true
58063118,true
81627703,true
76507962,true
37064095,true
45755070,true
26029682,true
64399038,true
95495153,true
44240750,true
15694027,true
14421471,true
25713652,true
81281069,true
36569535,true
61906658,true
49995073,true
49374370,true
45383374,true
29214066,true
56780613,true
73940831,true
23520638,true
27631658,true
47625667,true
36574333,true
13939867,true
88785021,true
45495371,true
85793060,true
18706305,true
65495393,true
78754393,true
66711660,true
51917196,true
48029048,true
42800860,true
16487889,true
25881778,true
42452528,true
81947341,true
47865483,true
44792960,true
95723063,true
91822618,true
44263650,true
19330993,true
54809745,true
32359663,true
64192745,true
52054834,true
71316252,true
81934916,true
41180774,true
56020752,true
72048454,true
45407052,true
81138484,true
17478436,true
72350740,true
71004580,true
82111543,true
31101606,true
44265431,true
85421756,true
61162523,true
31154207,true
48238022,true
29698962,true
48653019,true
52281175,true
61505818,true
18684061,true
54074764,true
