id,customer_id,product_id,session_id,recipe_id,imaging_strategy,quantity,currency,timestamp,price,link
34704555,1622,25141,1f64b65e-4844-4bd7-8f67-d744da6e045a,59791878,webGL,1,USD,2022-12-01 15:36:43,95.25,https://cdn-prod.fluidconfigure.com/api/recipe/59791878?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34815244,1622,25141,20cf88c4-8439-43f3-abad-79dffa6c41af,29285667,webGL,1,USD,2022-12-05 11:19:05,90,https://cdn-prod.fluidconfigure.com/api/recipe/29285667?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34698973,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,73875266,webGL,1,USD,2022-12-01 9:38:44,999,https://cdn-prod.fluidconfigure.com/api/recipe/73875266?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34698981,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,17417197,webGL,1,USD,2022-12-01 9:40:06,999,https://cdn-prod.fluidconfigure.com/api/recipe/17417197?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699002,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,55906057,webGL,1,USD,2022-12-01 9:42:08,999,https://cdn-prod.fluidconfigure.com/api/recipe/55906057?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699016,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,12690442,webGL,1,USD,2022-12-01 9:43:34,999,https://cdn-prod.fluidconfigure.com/api/recipe/12690442?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699025,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,43264408,webGL,1,USD,2022-12-01 9:44:25,999,https://cdn-prod.fluidconfigure.com/api/recipe/43264408?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699031,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,49032181,webGL,1,USD,2022-12-01 9:45:54,999,https://cdn-prod.fluidconfigure.com/api/recipe/49032181?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699080,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,29994062,webGL,1,USD,2022-12-01 9:50:38,999,https://cdn-prod.fluidconfigure.com/api/recipe/29994062?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699092,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,43993638,webGL,1,USD,2022-12-01 9:52:29,999,https://cdn-prod.fluidconfigure.com/api/recipe/43993638?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699093,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,12800457,webGL,1,USD,2022-12-01 9:51:49,999,https://cdn-prod.fluidconfigure.com/api/recipe/12800457?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699103,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,28474856,webGL,1,USD,2022-12-01 9:53:49,999,https://cdn-prod.fluidconfigure.com/api/recipe/28474856?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699138,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,27628059,webGL,1,USD,2022-12-01 9:56:55,999,https://cdn-prod.fluidconfigure.com/api/recipe/27628059?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699164,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,14432047,webGL,1,USD,2022-12-01 10:00:05,999,https://cdn-prod.fluidconfigure.com/api/recipe/14432047?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699182,1622,25141,2ab5b554-2000-4a66-9f4e-119f69635c5f,52648006,webGL,1,USD,2022-12-01 10:01:39,999,https://cdn-prod.fluidconfigure.com/api/recipe/52648006?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34698184,1622,25141,2c1722f7-664c-4cdb-a0bf-0b9b9926ad16,56777353,webGL,1,USD,2022-12-01 8:06:23,90,https://cdn-prod.fluidconfigure.com/api/recipe/56777353?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34698305,1622,25141,2c1722f7-664c-4cdb-a0bf-0b9b9926ad16,23939027,webGL,1,USD,2022-12-01 8:23:39,90,https://cdn-prod.fluidconfigure.com/api/recipe/23939027?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34698388,1622,25141,2c1722f7-664c-4cdb-a0bf-0b9b9926ad16,41433247,webGL,1,USD,2022-12-01 8:33:45,90,https://cdn-prod.fluidconfigure.com/api/recipe/41433247?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34698466,1622,25141,2c1722f7-664c-4cdb-a0bf-0b9b9926ad16,53633136,webGL,1,USD,2022-12-01 8:42:08,90,https://cdn-prod.fluidconfigure.com/api/recipe/53633136?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34698520,1622,25141,2c1722f7-664c-4cdb-a0bf-0b9b9926ad16,17402625,webGL,1,USD,2022-12-01 8:48:01,90,https://cdn-prod.fluidconfigure.com/api/recipe/17402625?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34698569,1622,25141,2c1722f7-664c-4cdb-a0bf-0b9b9926ad16,44740115,webGL,1,USD,2022-12-01 8:53:29,90,https://cdn-prod.fluidconfigure.com/api/recipe/44740115?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699184,1622,25141,30db19fc-fc6c-44d6-b648-5e837fba9b2c,34229802,webGL,1,USD,2022-12-01 10:02:16,999,https://cdn-prod.fluidconfigure.com/api/recipe/34229802?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699237,1622,25141,30db19fc-fc6c-44d6-b648-5e837fba9b2c,31431775,webGL,1,USD,2022-12-01 10:06:58,999,https://cdn-prod.fluidconfigure.com/api/recipe/31431775?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699257,1622,25141,30db19fc-fc6c-44d6-b648-5e837fba9b2c,17033374,webGL,1,USD,2022-12-01 10:08:58,999,https://cdn-prod.fluidconfigure.com/api/recipe/17033374?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699266,1622,25141,30db19fc-fc6c-44d6-b648-5e837fba9b2c,59959573,webGL,1,USD,2022-12-01 10:10:25,999,https://cdn-prod.fluidconfigure.com/api/recipe/59959573?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699287,1622,25141,30db19fc-fc6c-44d6-b648-5e837fba9b2c,12277256,webGL,1,USD,2022-12-01 10:12:16,999,https://cdn-prod.fluidconfigure.com/api/recipe/12277256?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34008138,1622,25141,33cd7514-cb1a-4d3f-90ab-ede76bb9aef3,41913944,webGL,1,USD,2022-11-18 10:31:04,90,https://cdn-prod.fluidconfigure.com/api/recipe/41913944?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34676425,1622,25141,38e18b5c-dabc-4cab-b28d-1205437f7a33,47735429,webGL,1,USD,2022-11-30 12:44:01,80,https://cdn-prod.fluidconfigure.com/api/recipe/47735429?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
33967134,1622,25141,3f53b6cf-f114-4f6d-a13d-e922cbfec21d,37923126,webGL,1,USD,2022-11-16 23:48:44,90,https://cdn-prod.fluidconfigure.com/api/recipe/37923126?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
33967311,1622,25141,3f53b6cf-f114-4f6d-a13d-e922cbfec21d,12579152,webGL,1,USD,2022-11-16 23:58:39,90,https://cdn-prod.fluidconfigure.com/api/recipe/12579152?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
33981023,1622,25141,4f5d6fa7-d08c-46ec-8ea8-bcd9c817f943,19453432,webGL,1,USD,2022-11-17 15:20:43,80,https://cdn-prod.fluidconfigure.com/api/recipe/19453432?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34649709,1622,25141,5708aedc-dd61-4578-8c6b-868fc9d56e3e,18142443,webGL,1,USD,2022-11-29 14:22:16,90,https://cdn-prod.fluidconfigure.com/api/recipe/18142443?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34649806,1622,25141,5708aedc-dd61-4578-8c6b-868fc9d56e3e,11298331,webGL,1,USD,2022-11-29 14:27:09,90,https://cdn-prod.fluidconfigure.com/api/recipe/11298331?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34704649,1622,25141,57974294-df8b-4f1b-9f83-5ec7ac8fe87d,11520396,webGL,1,USD,2022-12-01 15:39:52,80,https://cdn-prod.fluidconfigure.com/api/recipe/11520396?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34704802,1622,25141,57974294-df8b-4f1b-9f83-5ec7ac8fe87d,25299020,webGL,1,USD,2022-12-01 15:44:36,80,https://cdn-prod.fluidconfigure.com/api/recipe/25299020?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
33980220,1622,25141,5a651610-7ebe-4615-a833-b0c6e206117d,54237643,webGL,1,USD,2022-11-17 14:51:52,429,https://cdn-prod.fluidconfigure.com/api/recipe/54237643?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34650884,1622,25141,5bfd1437-0640-4ba0-825b-610e71c39203,13757846,webGL,1,USD,2022-11-29 15:15:46,104.75,https://cdn-prod.fluidconfigure.com/api/recipe/13757846?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34676897,1622,25141,61fe3734-fb66-494a-bcb4-136a68a08b51,89487195,webGL,1,USD,2022-11-30 13:18:43,80,https://cdn-prod.fluidconfigure.com/api/recipe/89487195?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34676993,1622,25141,61fe3734-fb66-494a-bcb4-136a68a08b51,27141992,webGL,1,USD,2022-11-30 13:24:59,80,https://cdn-prod.fluidconfigure.com/api/recipe/27141992?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34677320,1622,25141,61fe3734-fb66-494a-bcb4-136a68a08b51,49798458,webGL,1,USD,2022-11-30 13:43:21,80,https://cdn-prod.fluidconfigure.com/api/recipe/49798458?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34677520,1622,25141,61fe3734-fb66-494a-bcb4-136a68a08b51,55720775,webGL,1,USD,2022-11-30 13:54:13,80,https://cdn-prod.fluidconfigure.com/api/recipe/55720775?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34649326,1622,25141,6d8f9bb0-b7b3-454c-bd04-2f95e2742ede,23116971,webGL,1,USD,2022-11-29 14:03:16,90,https://cdn-prod.fluidconfigure.com/api/recipe/23116971?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34649422,1622,25141,6d8f9bb0-b7b3-454c-bd04-2f95e2742ede,19848689,webGL,1,USD,2022-11-29 14:07:42,90,https://cdn-prod.fluidconfigure.com/api/recipe/19848689?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34649564,1622,25141,6d8f9bb0-b7b3-454c-bd04-2f95e2742ede,82442077,webGL,1,USD,2022-11-29 14:14:35,90,https://cdn-prod.fluidconfigure.com/api/recipe/82442077?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34815320,1622,25141,72ae5b58-6d14-49d4-9ca4-85c34154cc86,51557858,webGL,1,USD,2022-12-05 11:23:55,90,https://cdn-prod.fluidconfigure.com/api/recipe/51557858?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34675265,1622,25141,77ff1d96-ea86-4b55-a47c-9bcee43382dd,31513667,webGL,1,USD,2022-11-30 10:57:43,80,https://cdn-prod.fluidconfigure.com/api/recipe/31513667?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34675275,1622,25141,77ff1d96-ea86-4b55-a47c-9bcee43382dd,93738889,webGL,1,USD,2022-11-30 10:59:10,80,https://cdn-prod.fluidconfigure.com/api/recipe/93738889?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34676370,1622,25141,77ff1d96-ea86-4b55-a47c-9bcee43382dd,27783884,webGL,1,USD,2022-11-30 12:39:20,80,https://cdn-prod.fluidconfigure.com/api/recipe/27783884?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
33826606,1622,25141,8e2367e9-3170-4803-9728-393dd49d4488,78852447,webGL,1,USD,2022-11-10 18:01:15,0,https://cdn-prod.fluidconfigure.com/api/recipe/78852447?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34674361,1622,25141,8e78b8b5-98cf-4534-8de4-ea780286a663,29732814,webGL,1,USD,2022-11-30 9:45:30,80,https://cdn-prod.fluidconfigure.com/api/recipe/29732814?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34674375,1622,25141,8e78b8b5-98cf-4534-8de4-ea780286a663,17432133,webGL,1,USD,2022-11-30 9:47:33,80,https://cdn-prod.fluidconfigure.com/api/recipe/17432133?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34584628,1622,25141,90afdd99-2b93-4325-ae10-6af5fc5a67df,89674109,webGL,1,USD,2022-11-28 17:03:23,80,https://cdn-prod.fluidconfigure.com/api/recipe/89674109?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34584629,1622,25141,90afdd99-2b93-4325-ae10-6af5fc5a67df,41426402,webGL,1,USD,2022-11-28 17:02:55,80,https://cdn-prod.fluidconfigure.com/api/recipe/41426402?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34570712,1622,25141,a0e19d70-c098-4ea5-afbd-99851ded28d7,55596073,webGL,1,USD,2022-11-28 12:33:40,101.75,https://cdn-prod.fluidconfigure.com/api/recipe/55596073?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34702927,1622,25141,a783b411-da80-4bbb-8ece-647762cbcc1d,29123931,webGL,1,USD,2022-12-01 14:33:51,80,https://cdn-prod.fluidconfigure.com/api/recipe/29123931?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34702947,1622,25141,a783b411-da80-4bbb-8ece-647762cbcc1d,54919538,webGL,1,USD,2022-12-01 14:35:05,80,https://cdn-prod.fluidconfigure.com/api/recipe/54919538?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34579750,1622,25141,ab6fefce-2d76-4904-8fe4-2e949b9cddec,21544017,webGL,1,USD,2022-11-28 15:45:47,107.75,https://cdn-prod.fluidconfigure.com/api/recipe/21544017?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34580472,1622,25141,ab6fefce-2d76-4904-8fe4-2e949b9cddec,28298586,webGL,1,USD,2022-11-28 15:59:27,107.75,https://cdn-prod.fluidconfigure.com/api/recipe/28298586?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34702862,1622,25141,aeb6aaac-7653-4f28-84a6-5ec18ef50d8d,41381531,webGL,1,USD,2022-12-01 14:31:20,90,https://cdn-prod.fluidconfigure.com/api/recipe/41381531?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34703022,1622,25141,aeb6aaac-7653-4f28-84a6-5ec18ef50d8d,92220107,webGL,1,USD,2022-12-01 14:37:24,90,https://cdn-prod.fluidconfigure.com/api/recipe/92220107?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34674623,1622,25141,b3cb316c-46ba-4874-b965-00fbcbf58570,26697721,webGL,1,USD,2022-11-30 10:06:17,80,https://cdn-prod.fluidconfigure.com/api/recipe/26697721?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34674646,1622,25141,b3cb316c-46ba-4874-b965-00fbcbf58570,12958162,webGL,1,USD,2022-11-30 10:07:52,80,https://cdn-prod.fluidconfigure.com/api/recipe/12958162?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34674657,1622,25141,b3cb316c-46ba-4874-b965-00fbcbf58570,92618387,webGL,1,USD,2022-11-30 10:08:54,80,https://cdn-prod.fluidconfigure.com/api/recipe/92618387?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34674925,1622,25141,b3cb316c-46ba-4874-b965-00fbcbf58570,17210352,webGL,1,USD,2022-11-30 10:33:23,80,https://cdn-prod.fluidconfigure.com/api/recipe/17210352?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34133497,1622,25141,bb49f9c4-e0bd-465e-86e2-fdd78371ac42,27343388,webGL,1,USD,2022-11-21 17:16:37,97.5,https://cdn-prod.fluidconfigure.com/api/recipe/27343388?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34650520,1622,25141,bd1332df-1788-4167-8f43-efbdc0145d2c,17633193,webGL,1,USD,2022-11-29 15:00:07,90,https://cdn-prod.fluidconfigure.com/api/recipe/17633193?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34650608,1622,25141,bd1332df-1788-4167-8f43-efbdc0145d2c,67467945,webGL,1,USD,2022-11-29 15:03:49,90,https://cdn-prod.fluidconfigure.com/api/recipe/67467945?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34650666,1622,25141,bd1332df-1788-4167-8f43-efbdc0145d2c,42173475,webGL,1,USD,2022-11-29 15:06:23,90,https://cdn-prod.fluidconfigure.com/api/recipe/42173475?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34819661,1622,25141,c3a25a49-b0f3-4567-bed6-fc8264ecc886,52479260,webGL,1,USD,2022-12-05 15:16:03,90,https://cdn-prod.fluidconfigure.com/api/recipe/52479260?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34819820,1622,25141,c3a25a49-b0f3-4567-bed6-fc8264ecc886,21197087,webGL,1,USD,2022-12-05 15:22:37,90,https://cdn-prod.fluidconfigure.com/api/recipe/21197087?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34727554,1622,25141,c49ea104-41f7-44b8-b449-690dcb361d98,21580009,webGL,1,USD,2022-12-02 11:26:20,87.75,https://cdn-prod.fluidconfigure.com/api/recipe/21580009?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34674021,1622,25141,c58bdb1d-d4a5-4b3c-ad77-a70dcaef03a1,18312630,webGL,1,USD,2022-11-30 9:15:56,80,https://cdn-prod.fluidconfigure.com/api/recipe/18312630?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34674117,1622,25141,c58bdb1d-d4a5-4b3c-ad77-a70dcaef03a1,83152223,webGL,1,USD,2022-11-30 9:24:21,80,https://cdn-prod.fluidconfigure.com/api/recipe/83152223?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34674296,1622,25141,c58bdb1d-d4a5-4b3c-ad77-a70dcaef03a1,33532917,webGL,1,USD,2022-11-30 9:38:38,80,https://cdn-prod.fluidconfigure.com/api/recipe/33532917?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34674472,1622,25141,c58bdb1d-d4a5-4b3c-ad77-a70dcaef03a1,59541778,webGL,1,USD,2022-11-30 9:52:54,80,https://cdn-prod.fluidconfigure.com/api/recipe/59541778?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34700392,1622,25141,c96d3886-da42-4d40-8b62-15dedb902ba4,18064097,webGL,1,USD,2022-12-01 11:45:47,90,https://cdn-prod.fluidconfigure.com/api/recipe/18064097?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34700574,1622,25141,c96d3886-da42-4d40-8b62-15dedb902ba4,58672909,webGL,1,USD,2022-12-01 12:01:17,90,https://cdn-prod.fluidconfigure.com/api/recipe/58672909?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34700589,1622,25141,c96d3886-da42-4d40-8b62-15dedb902ba4,77034730,webGL,1,USD,2022-12-01 12:03:15,90,https://cdn-prod.fluidconfigure.com/api/recipe/77034730?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34700805,1622,25141,c96d3886-da42-4d40-8b62-15dedb902ba4,54030019,webGL,1,USD,2022-12-01 12:20:59,90,https://cdn-prod.fluidconfigure.com/api/recipe/54030019?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34700861,1622,25141,c96d3886-da42-4d40-8b62-15dedb902ba4,36531656,webGL,1,USD,2022-12-01 12:27:46,90,https://cdn-prod.fluidconfigure.com/api/recipe/36531656?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34701135,1622,25141,c96d3886-da42-4d40-8b62-15dedb902ba4,18063177,webGL,1,USD,2022-12-01 12:52:29,90,https://cdn-prod.fluidconfigure.com/api/recipe/18063177?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34646539,1622,25141,d04e2d14-770d-4d98-94d4-6cc4b123104f,79310345,webGL,1,USD,2022-11-29 10:48:09,90,https://cdn-prod.fluidconfigure.com/api/recipe/79310345?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34611938,1622,25141,d0d66db4-b182-43e6-ba12-30cb276c05ea,22152984,webGL,1,USD,2022-11-28 23:53:49,98.25,https://cdn-prod.fluidconfigure.com/api/recipe/22152984?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34612037,1622,25141,d0d66db4-b182-43e6-ba12-30cb276c05ea,54987281,webGL,1,USD,2022-11-28 23:55:28,99.5,https://cdn-prod.fluidconfigure.com/api/recipe/54987281?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34612169,1622,25141,d0d66db4-b182-43e6-ba12-30cb276c05ea,47970260,webGL,1,USD,2022-11-28 23:57:35,103.5,https://cdn-prod.fluidconfigure.com/api/recipe/47970260?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34612498,1622,25141,d0d66db4-b182-43e6-ba12-30cb276c05ea,53028107,webGL,1,USD,2022-11-29 0:01:01,102.5,https://cdn-prod.fluidconfigure.com/api/recipe/53028107?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34612753,1622,25141,d0d66db4-b182-43e6-ba12-30cb276c05ea,72609192,webGL,1,USD,2022-11-29 0:04:55,107.75,https://cdn-prod.fluidconfigure.com/api/recipe/72609192?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34612821,1622,25141,d0d66db4-b182-43e6-ba12-30cb276c05ea,58864553,webGL,1,USD,2022-11-29 0:06:30,94.25,https://cdn-prod.fluidconfigure.com/api/recipe/58864553?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34612974,1622,25141,d0d66db4-b182-43e6-ba12-30cb276c05ea,66533301,webGL,1,USD,2022-11-29 0:08:11,102.5,https://cdn-prod.fluidconfigure.com/api/recipe/66533301?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34615864,1622,25141,d0d66db4-b182-43e6-ba12-30cb276c05ea,17212992,webGL,1,USD,2022-11-29 0:46:42,107.75,https://cdn-prod.fluidconfigure.com/api/recipe/17212992?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34615974,1622,25141,d0d66db4-b182-43e6-ba12-30cb276c05ea,53411894,webGL,1,USD,2022-11-29 0:48:58,90,https://cdn-prod.fluidconfigure.com/api/recipe/53411894?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34727666,1622,25141,d3960178-11d1-4720-b379-e3c0758e5046,15308938,webGL,1,USD,2022-12-02 11:35:58,90,https://cdn-prod.fluidconfigure.com/api/recipe/15308938?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699348,1622,25141,dc5e33e9-97ec-4c73-8c18-afa9ad01c412,51243775,webGL,1,USD,2022-12-01 10:17:22,999,https://cdn-prod.fluidconfigure.com/api/recipe/51243775?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699353,1622,25141,dc5e33e9-97ec-4c73-8c18-afa9ad01c412,34237078,webGL,1,USD,2022-12-01 10:17:37,999,https://cdn-prod.fluidconfigure.com/api/recipe/34237078?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
34699534,1622,25141,dc5e33e9-97ec-4c73-8c18-afa9ad01c412,75307378,webGL,1,USD,2022-12-01 10:31:37,999,https://cdn-prod.fluidconfigure.com/api/recipe/75307378?apiKey=ADIDAS-ZFzVhet0y8DeOoIYqDCG1p3
